ArticleId,Headline,Description,Date
153,Karisma shares first pic from Ranbir Kapoor and Alia Bhatt's mehendi,"Ranbir Kapoor and Alia Bhatt will tie the knot on April 14. The couple's pre-wedding festivities began today, April 13, with mehendi and sangeet at Ranbir's Bandra home, Vastu. It was a star-studded event with Karisma Kapoor, Kareena Kapoor, Karan Johar attending the event along with the couple's families. Not a single photo of the mehendi function was shared on social media by the guests. Now, Karisma Kapoor has shared the first mehendi photo.Karisma Kapoor, who looked stunning in an orange ethnic ensemble, took to her Instagram stories to share the picture from the mehendi ceremony. The actress shared a photo of her mehendi-adorned feet and captioned it, ""I love mehendi,"" followed by a red heart emoji.Karisma looked ethereal in an anarkali set for Ranbir and Alia’s mehendi ceremony. She opted for a regal mustard-hued ensemble with intricate gold embroidery. Her dreamy ethnic ensemble featured a long kurti, matching pants and a dupatta.For the unaware, Alia Bhatt and Ranbir Kapoor's family members along with Karan Johar and Ayan Mukerji attended the couple's mehendi ceremony. Celebrities like Kareena Kapoor Khan, Karisma Kapoor, Aadar Jain, Armaan Jain, Karan Johar, Ayan Mukerji, Pooja Bhatt and several others attended Ranbir and Alia's mehendi ceremony at the actor's Bandra home, Vastu.Alia Bhatt and Ranbir Kapoor will tie the knot tomorrow, April 14. The haldi function followed by the chooda ceremony will be held in the morning.",2022-04-13
154,UK inflation rises at the fastest pace in 30 years,"British consumer prices rose at the fastest pace in 30 years last month, fueled by soaring costs for household energy and motor fuels — the latest grim figures as inflation surges around the world.Inflation in the United Kingdom accelerated to 7% in the 12 months through March, the highest annual rate since March 1992, the Office for National Statistics said Wednesday.The U.K. faces what economists say will be the biggest drop in living standards since the mid-1950s as rocketing energy costs, rising food prices and tax increases overshadow higher wages.People around the world are feeling the squeeze of inflation as demand rapidly bounced back from the COVID-19 pandemic and Russia’s war in Ukraine further drove up energy costs and squeezed supply chains.ALSO READ | Retail inflation shoots up to 6.95% in MarchIn the United States, consumer prices last month jumped 8.5% from a year earlier, the fastest pace in more than 40 years, the Labor Department said Tuesday. In the 19 European countries using the euro, inflation surged to 7.5% last month, the fifth consecutive month that it has hit a record high.In the U.K., the toll of rising rising means disposable household incomes, adjusted for inflation, are expected to drop by 2.2% this year, according to the government’s independent budget adviser.Household natural gas prices jumped 28.3% over the last year, and electricity prices rose 19.2% as the global economy recovered from the COVID-19 pandemic, increasing worldwide demand for energy.ALSO READ | Price rise, inflation in India: From food items to edible oil rates, what to expect in coming months?Prices will continue to rise after Britain’s energy regulator authorized a 54% increase in gas and electricity bills for millions of households that took effect in April.Transportation costs are also rising, with the cost of gasoline and diesel fuel rising by an average of 30.7% over the past year, the biggest increase since current records began in January 1989, the Office for National Statistics said.Countries are moving to ease the pain from rising food, fuel and other costs by raising interest rates. The Bank of England has raised raised its key interest rate three times since December, and the U.S. Federal Reserve hiked its benchmark short-term rate last month and is expected to keep raising it, possibly aggressively.The European Central Bank, meanwhile, has sped up its exit from economic stimulus efforts to combat inflation but has not taken more drastic steps. It meets again Thursday.",2022-04-13
155,Can't see why Umesh would not do well for India-says KKR’s Tim Southee,"Kolkata Knight Riders bowler Tim Southee thinks that his teammate Umesh Yadav will do well for the Indian cricket team. Umesh almost went unsold in the IPL 2022 mega auction, and was picked up by KKR for a base price of Rs 2 crore.The right-arm pacer was released by Royal Challengers Bangalore in 2021, and picked up by Delhi Capitals for Rs 1 crore. The 34-year-old has taken 10 wickets with an impressive economy rate of 6.60 in 5 matches for KKR, which is the 2nd highest in the tournament so far, and is just one behind MI bowler Yuzvendra Chahal with 11. Umesh (62) has the highest number of dot balls as well.Umesh Yadav’s spell (4-23) in KKR’s win against Punjab Kings at the Wankhede Stadium has been the best this season so far. Umesh ended that game taking 4 wickets, including a double wicket maiden, dismissing Harpreet Brar and Rahul Chahar in the process.KKR bowler Tim Southee, who was teammates with Umesh during their time at RCB, was all praise for the right arm pacer, saying that he was fortunate enough to play alongside him.''I'm a fan of Umesh, he is a tremendous bowler. I was fortunate enough to share the new ball with him a few times when we both played at RCB,'' Southee said in an interview to PTI.With the T20 World Cup in Australia around the corner, a lot of players are using IPL 2022 to try to get into their national team. Tim Southee said that Umesh Yadav could do well for the Indian team given his current performances.""The way he's been managed suits Umesh's style of bowling. If he keeps performing the way he's been doing I can't see why he would not do well for India in T20 cricket,"" he said.Umesh Yadav has been instrumental for KKR during the powerplay, taking down the opposition’s top order early on. He was a part of the KKR team that won the IPL trophy back in 2014.''He's had a strong start to the tournament. To open the bowling with some of the great bowlers, and someone who you don't usually get to deal with, that's the beauty of this tournament. You are able to open the bowling with a very fine Indian fast bowler,' Southee said.IPL 2022: Full CoverageTim Southee was all praise for KKR bowling trio Pat Cummins, Sunil Narine and Varun Chakravarthy.''It's really exciting. You look at the experience and the pace that the three have and then we throw in the exciting talents of the young Indian bowlers who we have in our side. On top of that, you have got two of the great mystery spinners of the game, so I think as a bowling attack that covers all the bases,” he said.''It's great to be a part of such a great lineup. You got the experience of Sunil Narine, Pat and Umesh and then throw in some exciting young Indian talents. It's great to be around.''KKR bowler Rasikh Salam made his debut against his former team, Mumbai Indians, and bowled well against MI openers Rohit Sharma and Ishan Kishan, giving away just 18 runs in his 3 overs. Tim Southee praised the debutant’s skills and his ability to swing the ball.''Rasikh Salam, who played his first game the other day, is just a very skilful bowler and can swing the ball both ways. Then there's Ashok (Sharma).""''It's always an eye-opener when you come to India and see these talented young Indian guys. They are asking some tough questions which are great to see,'' Southee concluded.ALSO READ| MI vs PBKS: Rohit Sharma joins Virat Kohli, becomes only 2nd Indian batter to score 10,000 T20 runs",2022-04-13
156,Deoghar ropeway accident: Locals claim ropeway operator hasn’t conducted rescue drill in ten years,"The locals that witnessed the accident in Jharkhand’s Deoghar claimed that even though Damodar Ropeways and Infra Limited (ropeway operator) said they held the rescue operation rehearsal every three months, they haven’t done it in the last ten years. Damodar Ropeways had taken over the ropeway operation from the Jharkhand Tourism Development Corporation (JTDC).Locals also said that they rescued at least twenty four tourists from 6 cabins but were stopped by the administrators. They claimed that even after the administrators said they would take over, no help was sent till the evening.ALSO READ | Deoghar ropeway accident: This man's heroic act saved many lives | Exclusive interviewPapu Singh, who works as a guide added that the army needed the help of locals to provide drinking water and food. Footage from the accident shows a trolley cabin screeching suddenly and passengers pressing the panic button.The incident occurred at Jharkhand’s highest ropeway in Trikut, Deoghar on Sunday after two cable cars collided, resulting in a complete halt in operations. As many as 70 people were stuck in the cable car cabins.Three people died, including a man who fell to his death while being rescued as he tried to climb inside a helicopter.On Tuesday, a woman from Jhasugari in Deoghar fell while being lifted to the helicopter during a rescue operation. She succumbed to her injuries a little while later.ALSO WATCH | Deoghar ropeway mishap: Was it avoidable?",2022-04-13
157,Fact Check: Viral photo of anti-Modi protests in Malaysia over Ram Navami communal violence is from 2020,"Following incidents of communal violence during Ram Navami processions across states, a photo of protesters holding an anti-Narendra Modi banner has been making the rounds. It claimed to show Malaysian Muslims expressing solidarity with Indian Muslims following the violence.On Twitter, one person shared the photo with the text, “Malaysian Muslims protest against attacks on #IndianMuslims.” Hashtags like #IndianMuslimsUnderAttack #IndianMuslimsGenocideAlert accompanied the photo.India Today Anti Fake News War Room (AFWA) found that the viral image was from a 2020 anti-CAA protest in Malaysia. The Hizb-ut-Tahrir, an international fundamentalist group, protested in front of the High Commission of India in Kuala Lumpur.With the help of a reverse image search, we found that the viral image has been on several Malaysian news portals since 2020.The Malaysian news portal, “The Khilafah”, published the photograph in a report on March 6, 2020, titled, “Hizb-ut-Tahrir Malaysia: Hizb-ut-Tahrir Demands Modi to Stop Persecution against Muslims in India”.Per the report, the Hizb-ut-Tahrir Malaysia (HTM), an Islamist organisation in Malaysia, demonstrated against the Citizenship (Amendment) Act in India in 2020.The protest occurred at the High Commission of India in Kuala Lumpur to hand over a memorandum of protest to Prime Minister Narendra Modi, condemning discrimination against Muslims in the backdrop of the CAA.The Hizb-ut-Tahrir also reported on this protest on its website, where it confirmed handing over a memorandum of protest to the Indian High Commission in March 2020. You can read the group’s press release on the matter here.Following incidents of communal violence during Ram Navami, hashtags like #IndianMuslimsUnderAttack have trended and continued to trend. But while verifying the facts of this story, we did not find any news reports on Malaysian Muslim groups expressing solidarity with Indian Muslims through protests.Thus, we concluded that this 2020 photo of an anti-CAA protest in Kuala Lumpur was not related to recent incidents of communal violence in India.(With inputs from Sanjana Saxena in Lucknow)The number of crows determines the intensity of the lie.",2022-04-13
158,"Delhi Metro police busts gang of women pickpockets, six arrested","The Special Staff of Metro Unit, Delhi Police apprehended a gang of six women pickpockets active in the Metro for committing offences. The accused have been identified as Laxmi, Pooja, Shashi, Varsha, Anchal and Yamuna and have been arrested.On March 30, a complaint was filed by one Rohit Raj, a resident of Dwarka in Delhi, that his parents were robbed of their small wallet in the metro lift. The victim in his police complaint said, ""On March 30, his father, mother and brother reached Anand Vihar Metro Station to board the train. When they entered the lift, a group of four to five women also entered the lift and stole the small wallet from the luggage bag. The wallet contained two gold chains worth Rs one lakh, Aadhar, Pan and debit cards and some cash.""Jitendra Mani, DCP Metro, said ""During the course of the investigation, the CCTV footage of the incident was scanned and preserved, wherein five to six suspected ladies were seen in a group behind the complainant. With the intense efforts of the team members of the Special Staff Metro, the suspected women were identified in the CCTV footage.""ALSO READ| Delhi Police arrests absconding member of Mewat-based ATM robbers' gangHe added, ""A special staff team acted promptly and conducted a raid at the location along with the Inspecting Officer in this case in Haridwar. On the basis of CCTV footage and the call record details, four suspected women were arrested from Haridwar in Uttarakhand. Cash worth Rs 30,000 was also recovered from them.""Upon further interrogation, the accused disclosed that they used to commit thefts in metro train, stations, bus stands, railway stations and in crowded weekly markets.The accused used to keep a close watch on the passengers at the platforms, lifts and queues, follow them and then steal the wallets from passengers' pockets and bags.According to police, the accused are unemployed and belong to poor families. Two accused, Laxmi and Varsha, have been involved in several criminal cases in the past.ALSO READ| Delhi teacher held for stealing women's bags from metro station X-ray machines",2022-04-13
159,MI vs PBKS: Rohit Sharma joins Virat Kohli in elite 10000-run club in T20s,"India captain Rohit Sharma on Wednesday achieved another major milestone in his decorated career as he became only the 7th batter to go past the 10,000-run mark in T20 cricket. Rohit achieved the landmark during Mumbai Indians’ 5th match of IPL 2022 against Punjab Kings at the MCA Stadium in Pune.Rohit Sharma joined his India teammate and RCB star Virat Kohli as only the 2nd India batter to get to the 1000-run mark. The Mumbai skipper has scored 3313 runs in T20I cricket and holds the record for the most runs scored in the shortest format at the international level.IPL 2022, MI vs PBKS Live UpdatesRohit has scored 5719 runs in the IPL, sitting at the 3rd spot in the all-time scorer's list in the T20 tournament.On Wednesday, Rohit got off a to a positive start, chasing 199 against Punjab Kings. The MI skipper had been in woeful form in the new season, managing just 80 runs in 4 matches as MI got off to a horror start, remaining winless after 4 games.IPL 2022: Full Coverge | Points TableHe began by hitting a boundary and a six against PBKS pacer Vaibhav Aarora in the first over before hitting 2 more in Kagiso Rabada's first over.In fact, Rohit got to the 10,000-run landmark with a stunning six over cover against Rabada. However, the skipper fell for 28 in the 4th over.PlayerMatchesRunsChris Gayle46314,562Shoaib Malik47211,698Kieron Pollard58211,474Aaron Finch34810,499Virat Kohli32910,379David Warner31810,373Rohit Sharma37510,000*Rohit began IPL 2022 on an impressive note, hitting a quickfire 42 against Delhi Capitals but the MI skipper fell for just 10 in their game against Rajasthan Royals. Rohit’s form has been a cause for concern for Mumbai, especially with Mumbai Indians' new-look middle-order. The burden of scoring big has been on Ishan Kishan and Rohit. While the former has hit 2 successive fifties, Rohit hasn’t been able to make the early impact so far.",2022-04-13
160,UP religious leader Bajrang Muni arrested for threatening Muslim women with rape,"A religious leader, Mahant Bajrang Muni, who had allegedly threatened to kidnap and rape women of a particular community has been arrested by the Uttar Pradesh police. He was nabbed from UP’s Sitapur 11 days after he addressed a religious procession and made threats.The National Commission for Women had issued a strong statement and sought his arrest after the video of his speech went viral on social media, following which the police registered an FIR against Muni.The religious leader was charged for delivering hate speeches under the Indian Penal Code.Also Read: | Religious leader issues rape threat as crowd cheers in UP’s Sitapur, probe orderedOn April 2, a video showed Bajrang Muni addressing a gathering from inside a vehicle. “If a man from your community harasses any girl in the area, I will pick up your daughters from your homes and rape them,” he was heard saying in Hindi, as the crowd cheered him on.Since the video surfaced online, women from the Muslim community have been protesting in the state, calling for his immediate arrest.Muni will likely be presented before a court tonight.Also Read: | 'Arrest Bajrang Muni' trends on Twitter after Sitapur hate speech video goes viral",2022-04-13
161,Country is proud of you: PM Modi lauds officers who led Deoghar rescue operation,"Prime Minister Narendra Modi applauded the officers who led the Deoghar rescue operation. He said the entire country applauds the heroic efforts of the rescue personnel. PM Modi interacted with the personnel involved in rescuing people in the Deoghar ropeway accident.ALSO READ | Deoghar ropeway accident: 3 dead, all others rescued after over 40-hour operationModi said the rescue personnel are responsible for saving the lives of many countrymen. He also said, “The country is proud that it has such a skilled force in the form of our Army, Air Force, NDRF, ITBP personnel and police force, which has the capacity to bring the countrymen out of every crisis safely.”, , NDRF, ITBP ,- @narendramodiHe also mourned the loss of lives in the accident and wished a speedy recovery to all those who were injured. Modi appreciated the efforts of everyone involved and said, “This disaster has once again made it clear that whenever there is any crisis in the country, we all come together and make it out of that crisis.”",2022-04-13
162,"Indian Covid vaccines better than Pfizer, Moderna, says Adar Poonawalla ","Serum Institute of India (SII) CEO Adar Poonawalla on Wednesday claimed that Covid-19 vaccines that are made in India, have provided more protection against coronavirus infection than vaccines like Pfizer and Moderna.Speaking to news agency ANI, Poonawalla said, ""The Covid-19 vaccines which have been made in India are providing more protection against the disease than mRNA vaccines like Pfizer and Moderna.""""It's good that vaccines like Pfizer and Moderna are not introduced in India, because in countries like US people have taken second and third booster dose and many are still getting infected, but in India, our vaccines have given good protection,"" he added.READ | Covid-19 precaution dose for all adults: The why and how of booster dosesOn being asked about the export of the Covishield vaccine, the SII CEO stated that India has exported it to more than 80 countries so far.""We have exported Covishield to more than 80 countries and 10 crore doses so far. Now, the demand for Covid vaccine has been reduced due to declining cases,"" he added.Last week, Poonawalla said in a tweet that Serum Institute has decided to slash the prices of the Covid-19 jab for private hospitals from Rs 600 to Rs 225 after consultation with the central government in this regard.The statement came after Union Health Ministry announced that precautionary doses of Covid-19 vaccines will be available to all above 18 years of age at private vaccination centres from April 10.",2022-04-13
163,"Big B wishes Ranbir and Alia 'love, luck and light' as they begin wedding festivities","Ranbir Kapoor and Alia Bhatt are tying the knot in an intimate wedding ceremony in Mumbai on Thursday, April 14. The first glimpse of the song Kesariya from the couple's film, Brahmastra, was unveiled today. Amitabh Bachchan, who also stars in the film, shared the first glimpse along with a sweet note for Ranbir and Alia.Earlier, Ayan Mukerji, followed by Karan Johar, shared the first glimpse of the song Kesariya from Brahmastra. Sharing the first glimpse of Kesariya, Big B wrote, ""Wishing our Isha and Shiva all the Love, Luck and Light as they gear up to embark on a very special journey in the coming days. Let's kickstart the celebration with something special from Team Brahmstra. #Brahmastra (sic).""Take a look at Amitabh Bachchan's post:A post shared by Amitabh Bachchan (@amitabhbachchan)Karan Johar took to his Instagram handle and penned a sweet note to Ranbir Kapoor and Alia Bhatt. Sharing the first glimpse of Kesariya, the filmmaker and producer wrote, ""Love is light and I know the amount of light you have brought into each other’s and our lives with your love. To new beginnings and more #RanbirKapoor @aliaabhatt #brahmastra (sic).""Check out Karan's post below:A post shared by Karan Johar (@karanjohar)For the unaware, Alia Bhatt and Ranbir Kapoor's family members along with Karan Johar and Ayan Mukerji attended the couple's mehendi ceremony. Celebrities like Kareena Kapoor Khan, Karisma Kapoor, Aadar Jain, Armaan Jain, Karan Johar, Ayan Mukerji, Pooja Bhatt and several others attended Ranbir and Alia's mehendi ceremony at the actor's Bandra home, Vastu.The couple will tie the knot tomorrow, April 14, at Vastu.",2022-04-13
164,"IPL 2021 Orange Cap winner Ruturaj, struggling for form, chats with Kohli","Chennai Super Kings opener Ruturaj Gaikwad caught up with Royal Challengers Bangalore star Virat Kohli after their game on Tuesday at the DY Patil Stadium in Mumbai. Ruturaj, struggling for form in IPL 2022, was seen having an intense chat with the star batter.CSK opener Ruturaj Gaikwad, who was the orange cap holder for the franchise last season with 635 runs, seems to be struggling this season. The 25-year-old has only been able to score 35 runs in five matches so far this season. The opener only got 17 runs in 16 deliveries in the win against RCB.In an Instagram video released by CSK, Virat Kohli was sharing tips with Ruturaj Gaikwad. Kohli’s gesture got a lot of appreciation on social media.A post shared by Chennai Super Kings (@chennaiipl)Chennai Super Kings beat Royal Challengers Bangalore by 23 runs in the Southern Derby, registering their first win of the season in IPL 2022. Even though RCB were in red-hot form going into this match, it was the defending champions who had the last laugh.IPL 2022: Full CoverageChennai Super Kings were asked to bat first after RCB captain Faf du Plessis won the toss. The men in yellow put together a total of a massive 216 runs. RCB could only manage to get 193 runs in 20 overs, and were handed their second defeat of the season.Robin Uthappa (88 runs off 50 balls) and batter Shivam Dube (95 runs off 46 balls unbeaten) got a 165-run partnership, which is the 2nd highest partnership in the history of IPL, helping CSK get that massive total in the first innings. CSK bowler Maheesh Theekshana (4-33) and captain Ravindra Jadeja (3-39) starred for the defending champions in their bowling attack.Chennai Super Kings will play IPL 2022 debutants Gujarat Titans at the MCA Stadium, Pune on Sunday.ALSO READ| MI vs PBKS: Shikhar Dhawan first player to hit 800 boundaries in IPL history",2022-04-13
165,4 children drown in Yamuna river in south Delhi,"At least four children drowned in the Yamuna river near South Delhi’s Jaitpur area on Wednesday. The rescue operation was immediately launched and so far, one body has been recovered.The missing children have been identified as Mohd Ali (11), Sahil (13), Farman (13), Rihan (14), all residents of Delhi. Around 5 pm, after an intense manhunt, the body of Farman was fished out of the river and the search for the other minor children is still underway.Police said at around 3:35 pm, a call was received regarding four children aged 11 to 12 years who went missing when they had come to play near the Yamuna River. Police swung into action and reached the Yamuna river bank, adjacent to Vishwakarma Colony and met the caller Sadkat Ali.Shakat Ali, (38), told the police that his son Mohammad Ali and three other boys had gone to the Yamuna riverbut did not return. He told the police, ""I reached the Yamuna river and searched for them. I found the clothes of children lying near the banks of Yamuna river. Three jeans, three T-shirts, one shirt and four pairs of chappals were found lying near the river bank.""Upon receiving the information, the disaster management team, swimmers from the Flood department, boats with search lights, the fire brigade, cat ambulance and staff from DM East office reached the spot and launched a rescue operation. Swimmers and divers launched a search for the children in the Yamuna river with the help of search lights. Later on, the rescue operation was halted due to darkness.Preliminary investigation revealed that the children drowned while taking a bath in Yamuna. The parents of four children are labourers belonging to a lower income group, police said.ALSO READ| Draw of lots for Delhi Development Authority's housing scheme to be held on April 18ALSO READ| Newborn found floating in a pan on Yamuna, Mathura Police rushes baby to hospital",2022-04-13
166,CBI begins probe against former Mumbai top cop Param Bir Singh in corruption cases,"The Central Bureau of Investigation has taken over the probe into the alleged extortion cases against former Mumbai top cop Param Bir Singh from the Maharashtra Police.The central investigation agency has re-registered five FIRs against Param Bir Singh and others on the orders of the Supreme Court.The top court last month transferred the case against Param Bir Singh to the federal agency, saying: “We are not saying Param Bir Singh is a whistle blower or that anyone involved is innocent. The disturbing scenario presented before this court deserves inquiry.” The court had, however, declined to interfere with the former Mumbai top cop's suspension by the state government.“This is not a reflection on the police of Maharashtra, which is respected, but a troubling scenario among the higher echelons. We cannot accept the argument that when a person in power loses power, then persons below him come out and file FIRs. We do believe there is some inter-concerted effort being made which requires investigation by an agency outside the state police,” the top court said, handing over the reins of the probe to the CBI.Param Bir Singh was shunted out as the Mumbai Police Commissioner in March 2021 after an explosive-laden SUV was found outside the south Mumbai residence of Mukesh Ambani. Following his ouster, Param Bir Singh, in a letter to Maharashtra Chief Minister Uddhav Thackeray, accused then state Home Minister Anil Deshmukh of extortion and corruption.Later, the Maharashtra Police registered five FIRs against Param Bir Singh on different complaints.",2022-04-13
167,MI vs PBKS: Shikhar Dhawan first player to hit 800 boundaries in IPL history,"Punjab Kings' Shikhar Dhawan became the first batsman in the history of the Indian Premier League to hit 800 boundaries. When he got to the landmark during his knock against Mumbai Indians, Dhawan had hit 671 boundaries and 129 sixes in the IPL.Dhawan is sitting pretty on top of the table with 802* boundaries. RCB star Virat Kohli is second on the elite list with 768 boundaries, while Chris Gayle is at third spot with 762. David Warner has hit 734 boundaries while Rohit Sharma completes the top 5 with 731.Dhawan attained this incredible feat just a few days after he became the first Indian batter to hit 1,000 boundaries in T20 cricket.Shikhar Dhawan - 802 (672 4s, 129 6s)Virat Kohli - 768 (554 4s, 212 6s)Chris Gayle - 762 (357 6s, 404 4s)David Warner - 734 (203 6s, 531 4s)Rohit Sharma - 731 (231 6s, 499 4s)IPL 2022: Full CoverageMeanwhile, Shikhar Dhawan also scripted a new IPL record for the most runs scored by a batter against 5-time champions MI. Dahawan, who brought up his 45th IPL fifty, went past Suresh Raina's tally of 824 runs.Shikhar Dhawan started his IPL career with Delhi Capitals in the inaugural season in 2008, when he scored 340 runs in 14 matches. After plying his trade for different franchises, including Sunrisers Hyderabad and Mumbai Indians, Dhawan returned to Delhi in 2019 and spent three seasons with his hometown franchise.Shikhar Dhawan's most prolific season came in 2020 for Delhi Capitals as they stormed to the final. In 16 matches that season, Dhawan smashed 618 runs including 2 hundreds. He followed that up with 587 runs in 2021 but parted ways with DC and was bought by Punjab Kings in the 2022 player auction.Dhawan is the second highest run-scorer in the history of the Indian Premier League, behind Virat Kohli. He is also on the verge of becoming only the second player after Kohli to hit 6000 runs in the IPL.ALSO READ| PBKS vs GT: Shikhar Dhawan scripts history, becomes 1st Indian to hit 1000 boundaries in T20s",2022-04-13
168,"ED sought clarification in two leaves bribery case, says Dhinakaran","Amma Makkal Munnetra Kazagam (AMMK) leader TTV Dhinakaran on Wednesday said that he was called in for investigation by Enforcement Directorate (ED) based on statements given by Sukesh Chandrashekar in a bribery case.Dhinakaran, who is the nephew of former AIADMK general secretary VK Sasikala, said ED officials were seeking clarification on the matter and there was nothing more to it.Dhinakaran was questioned by the ED on Tuesday, April 12, with regard to the two leaves symbol bribery case. On April 4, Sukesh Chandrashekar was taken into custody, and soon after Dhinakaran was called in for questioning.READ | Sukesh Chandrasekhar arrested again by ED in 5-year-old bribery case involving TTV DhinakaranThe story begins when the AIDMK split into two factions after the death of its chief J Jayalalithaa in 2016. Sasikala, a close associate of Jayalalithaa, formed her own faction. There were allegations of bribes being given to a senior officer of Election Commission by Dhinakaran to get two leaves symbol of AIADMK for the Sasikala faction and Chandrashekar playing a middleman role in the bribery.The case that was filed by the Delhi police alleged that an attempt was made to bribe an EC official during the April 2017 by-election to RK Nagar constituency, which fell vacant after the demise of former chief minister Jayalalithaa.Speaking on the court order upholding the removal of VK Sasikala from the AIADMK, Dhinakaran said, ""She might approach a higher court, It is up to her to decide on the next course of action.""",2022-04-13
169,Civilian killed by terrorists in J&K's Kulgam in another targeted attack,"A civilian was killed by terrorists in Jammu and Kashmir’s Kulgam district. Terror group the 'Kashmir Freedom Fighters' has taken responsibility for the attack.On Wednesday evening, Surinder Kumar Singh, a resident of Kakran area in Kulgam, was shot at by unidentified terrorists. He died while being taken to a hospital in Srinagar.Following the attack, officials had cordoned off the area to nab the attackers.J&K Lieutenant Governor Manoj Sinha has condemned the attack. ""I strongly condemn the terror attack on civilian Satesh Kumar Singh in Kulgam. Terrorists involved in this despicable act will be brought to justice soon. My thoughts and prayers are with the bereaved family in this hour of grief,"" he said.Earlier in the day, posters by terror outfit Lashker-e-Islam surfaced in Kulgam district, threatening non-locals to leave the Valley or be ready to face consequences.This is the latest incident of targeted attacks on minority groups in the Valley. On April 4, a Kashmiri Pandit shopkeeper was shot at by terrorists in Jammu and Kashmir's Shopian district. Last week, four labourers hailing from outside Jammu and Kashmir were injured in two separate attacks in Pulwama.",2022-04-13
170,Ranbir and Alia's wedding rituals to begin at THIS time,"Alia Bhatt and Ranbir Kapoor’s pre-wedding festivities were held today at Rabir's Bandra home, Vastu. The wedding is happening tomorrow, April 14. Neetu Kapoor, who had earlier been quite secretive about the wedding, confirmed that Ranbir and Alia are tying the knot on Thursday, April 14. The wedding rituals will begin in the morning while the pheras will happen in the day.Ranbir Kapoor and Alia Bhatt are tying the knot on April 14 in a day wedding. The wedding rituals, which include the chooda and pagdi ceremony and other rituals, will begin from 11 am. The speculated mahurat for pheras is anywhere between 2-3 pm.Ranbir Kapoor won't be arriving on a horse on his wedding day. According to a source, there won't be any baraat procession for the dulha in front of Vastu.It is now confirmed that Alia Bhatt and Ranbir Kapoor will get married on April 14. And it came straight from Ranbir’s mom, Neetu Kapoor, and his sister, Riddhima Kapoor Sahni! The mommy-daughter duo were clicked after they left Ranbir and Alia’s Vastu apartment after the mehendi ceremony. Neetu and Riddhima were all praise for Alia as they confirmed April 14 as the wedding date. When they were asked about Alia, Neetu Kapoor replied, “Ab main kya bolun uske baare mein, she is the best!” Meanwhile, Riddhima added, “Bohot cute hain yaar, very sweet. Doll jaisi hain (She is very cute and sweet, just like a doll).”Many celebrities attended Alia Bhatt and Ranbir Kapoor’s mehendi ceremony on April 13 at Vastu in Bandra, Mumbai. While Kareena Kapoor looked pretty in a white lehenga choli, her sister Karisma Kapoor decked up in an orange ethnic outfit. Karan Johar was spotted in a yellow kurta-pajama set.Check out the photos:Alia and Ranbir’s wedding guest list includes many celebrities, like Karan Johar, Sanjay Leela Bhansali, Zoya Akhtar, Masaba Gupta, Varun Dhawan, Ayan Mukerji, Arjun Kapoor, Manish Malhotra, Akansha Ranjan, and Anushka Ranjan.According to sources, Ranbir Kapoor will take a break from work post his wedding with Alia Bhatt. The actor will resume work on April 22. He will head to Manali to shoot for Animal and will later complete the schedule in Mumbai.",2022-04-13
